temperature,humidity,wind_speed,traffic_density,industrial_activity,AQI
34.42,77.84,8.21,5.0,43.55,209.84
28.66,80.0,7.45,10.0,45.9,149.52
24.31,61.87,12.24,4.0,36.23,162.28
40.91,63.87,13.95,4.0,41.59,173.47
31.22,42.09,9.48,4.0,60.5,166.52
29.02,74.94,10.69,8.0,64.57,146.54
16.07,65.7,11.29,7.0,84.0,229.63
15.98,68.51,15.41,4.0,47.92,140.12
27.05,85.32,4.68,1.0,44.72,197.21
26.02,50.91,12.23,6.0,57.94,141.88
20.7,58.11,11.13,5.0,40.62,129.05
25.99,64.9,8.89,5.0,37.19,181.99
36.12,45.97,10.98,6.0,56.47,210.57
29.87,57.19,12.22,8.0,42.16,146.37
17.01,67.39,11.75,6.0,44.21,195.92
24.22,55.12,16.48,6.0,62.11,152.86
19.37,79.63,10.38,7.0,56.2,180.3
22.29,37.34,,8.0,90.01,166.09
22.1,76.84,9.46,4.0,68.44,216.94
21.66,69.92,11.66,7.0,34.65,148.18
16.21,51.47,9.9,8.0,42.0,144.64
24.11,46.13,10.04,6.0,22.54,300.53
21.08,28.8,10.05,9.0,30.54,92.6
4.49,48.07,9.6,6.0,75.24,193.56
39.37,75.71,,4.0,44.44,186.21
32.62,59.16,11.25,6.0,22.28,154.83
22.37,77.44,9.14,2.0,11.06,105.01
25.13,50.7,11.84,8.0,20.57,127.11
16.8,70.61,10.33,6.0,33.95,204.83
36.87,49.24,8.84,4.0,50.07,150.16
38.28,45.52,14.69,7.0,42.07,132.95
26.1,58.39,9.69,8.0,63.97,178.21
32.16,50.03,11.87,3.0,31.28,105.86
26.23,36.86,7.9,10.0,74.53,234.03
15.64,57.27,3.92,,47.27,109.98
22.12,61.6,8.3,10.0,59.17,160.48
25.92,79.03,3.59,3.0,,196.96
21.82,74.05,9.29,3.0,70.34,185.39
23.47,78.3,14.41,2.0,23.46,132.64
24.36,70.81,7.28,5.0,25.32,151.31
24.43,64.99,3.68,6.0,30.61,176.68
25.37,41.57,14.5,1.0,73.52,167.13
17.58,62.25,8.57,6.0,45.26,154.12
19.98,68.95,9.95,7.0,31.03,154.37
16.01,81.86,12.36,2.0,46.07,161.55
31.84,70.29,11.57,1.0,53.44,219.14
10.26,78.61,,7.0,28.46,297.45
33.08,44.52,12.7,6.0,53.19,172.71
34.7,55.1,4.76,3.0,47.28,200.02
22.88,66.44,5.76,2.0,39.88,132.49
6.78,77.41,13.51,2.0,24.67,97.16
22.47,57.82,7.65,2.0,67.77,237.29
24.55,58.76,7.98,8.0,40.62,147.31
17.93,70.31,6.21,1.0,-8.69,100.12
21.39,43.11,8.79,3.0,57.12,155.57
35.71,84.11,8.95,8.0,57.62,213.63
29.65,46.81,7.19,6.0,68.66,183.25
18.53,31.22,6.84,7.0,58.26,162.63
13.82,60.15,10.96,2.0,52.77,137.11
22.71,85.48,7.58,9.0,40.26,183.56
23.51,68.8,8.18,7.0,40.32,121.0
28.47,71.27,3.44,3.0,63.52,209.09
21.25,60.62,15.81,9.0,46.86,162.17
28.58,,12.83,3.0,21.25,145.49
38.55,36.83,8.52,10.0,43.12,188.09
30.71,26.11,7.3,8.0,48.92,142.42
24.66,62.94,10.03,7.0,10.19,143.13
23.72,79.69,9.95,3.0,64.94,173.14
22.5,65.16,6.17,5.0,50.01,168.12
33.26,69.35,2.35,7.0,22.74,210.0
20.61,83.76,8.42,3.0,44.05,184.68
25.32,64.93,5.31,2.0,47.95,183.66
25.36,58.16,10.51,9.0,68.92,192.07
21.49,47.72,,2.0,68.34,219.86
15.39,90.33,7.08,3.0,71.56,234.83
27.26,67.9,8.4,1.0,57.52,222.26
24.57,45.85,15.29,1.0,36.93,104.63
28.5,42.43,12.33,1.0,31.86,95.62
21.26,78.8,8.64,10.0,35.99,156.55
33.55,44.44,16.88,3.0,48.68,154.51
18.86,87.81,6.41,6.0,49.5,240.46
36.98,18.65,7.56,10.0,70.58,199.01
12.77,81.34,9.67,3.0,44.91,192.54
28.04,67.3,5.41,4.0,9.53,139.15
28.33,61.78,,2.0,26.15,91.94
19.43,57.37,10.55,7.0,30.48,189.35
27.97,88.36,7.63,4.0,30.47,192.03
33.96,70.61,11.34,1.0,-6.11,115.39
9.48,46.45,10.44,4.0,81.39,205.81
28.52,34.22,9.09,4.0,6.35,49.27
7.55,62.66,6.37,3.0,38.53,137.62
18.24,59.98,5.69,8.0,63.17,212.03
36.4,37.2,16.56,7.0,61.79,154.62
20.93,59.17,5.94,10.0,20.61,142.78
16.78,51.39,15.09,10.0,74.13,213.54
23.61,60.14,7.47,3.0,71.22,201.88
39.48,70.89,12.37,4.0,46.37,236.12
12.18,82.39,11.4,8.0,50.55,180.76
,73.63,12.0,10.0,31.73,174.89
35.48,49.18,12.2,3.0,55.05,176.67
38.0,65.53,5.17,5.0,54.52,186.6
24.28,60.95,7.97,,40.27,135.9
16.33,40.02,5.9,5.0,62.91,172.84
39.67,65.97,10.57,5.0,56.63,239.78
,87.85,6.03,9.0,114.27,291.44
29.75,60.49,4.06,10.0,31.97,184.59
19.31,36.09,9.29,5.0,76.66,173.45
24.66,60.45,3.37,9.0,32.95,175.06
23.88,41.79,10.78,9.0,60.55,198.11
27.32,72.95,6.23,10.0,-1.99,134.46
35.16,67.87,7.48,4.0,39.75,159.26
31.16,57.44,3.16,9.0,59.44,394.2
17.46,55.03,14.95,2.0,54.8,133.46
34.64,,5.61,3.0,9.9,145.61
27.19,60.12,8.91,1.0,41.76,119.38
29.81,48.42,4.62,7.0,79.53,248.87
35.27,39.18,7.49,10.0,70.58,263.07
17.22,77.08,15.26,9.0,69.21,196.07
24.75,54.22,10.89,3.0,97.04,193.88
21.28,62.51,7.83,8.0,15.1,152.39
14.02,64.28,9.9,1.0,42.11,151.43
27.43,64.83,8.32,6.0,50.62,235.09
42.58,42.39,9.72,6.0,35.38,133.66
12.12,34.86,12.23,5.0,52.5,101.6
24.77,51.17,,4.0,76.02,203.3
29.48,65.94,10.66,3.0,52.21,190.28
25.86,49.08,10.71,4.0,5.92,79.97
24.21,54.68,9.02,7.0,63.54,210.71
15.91,91.91,7.79,7.0,49.7,200.88
26.63,32.32,8.42,3.0,6.41,82.73
19.7,48.67,12.1,10.0,37.69,154.97
9.67,88.45,12.35,3.0,15.29,122.69
33.36,59.33,6.59,3.0,44.24,153.92
31.71,49.41,9.22,5.0,39.92,112.67
25.36,77.53,7.74,1.0,19.5,129.59
26.6,60.83,12.4,10.0,55.02,241.25
32.52,54.78,8.59,7.0,28.35,148.84
26.57,62.89,16.6,8.0,76.48,169.68
31.33,50.13,10.65,7.0,53.36,201.94
22.92,44.74,13.55,8.0,44.78,141.47
34.18,58.3,6.96,9.0,75.08,227.39
27.25,44.84,10.04,4.0,55.2,168.94
26.36,60.16,11.85,3.0,56.93,208.59
16.11,65.32,6.9,7.0,48.7,143.37
27.01,72.8,10.06,9.0,43.73,216.07
19.18,76.92,13.16,9.0,58.08,207.36
20.53,53.91,9.02,8.0,80.48,208.87
19.29,67.49,7.44,3.0,-18.39,64.83
17.54,67.39,15.41,6.0,87.37,200.76
39.87,64.92,6.48,2.0,29.84,162.92
34.32,52.81,10.47,6.0,53.85,219.54
38.44,44.58,7.88,5.0,,161.01
16.44,67.53,7.19,4.0,79.83,204.32
25.5,34.4,12.22,3.0,22.34,151.95
15.95,55.98,9.38,8.0,72.45,217.96
20.13,21.7,11.22,10.0,45.18,140.99
18.57,39.95,3.23,6.0,46.75,153.51
33.68,46.84,11.51,9.0,24.82,118.18
22.23,76.45,7.84,3.0,74.38,229.42
32.48,70.32,4.36,5.0,47.05,203.26
29.23,51.69,15.65,4.0,64.35,157.61
41.13,70.94,11.8,6.0,8.67,161.12
14.64,73.31,10.68,2.0,32.18,148.3
33.81,57.59,13.75,6.0,55.01,181.95
33.03,39.23,10.74,3.0,18.44,136.7
18.19,56.88,7.6,8.0,57.23,201.8
32.05,58.53,9.48,10.0,36.76,123.54
27.35,41.51,7.96,10.0,34.45,165.24
23.41,65.51,8.5,6.0,60.25,191.92
19.23,64.2,6.23,8.0,53.42,175.73
19.97,66.68,7.09,7.0,27.52,153.62
39.35,64.18,12.68,6.0,72.46,198.92
25.0,70.95,11.0,9.0,60.11,198.44
30.47,57.31,8.49,9.0,9.71,127.04
19.46,63.03,6.92,10.0,43.94,192.1
19.54,54.03,8.78,10.0,57.46,141.48
32.57,51.23,4.95,4.0,47.78,178.96
15.55,80.07,10.38,8.0,-16.47,96.58
22.09,29.34,12.84,3.0,51.27,186.91
25.24,73.15,17.1,5.0,65.15,133.69
25.78,50.69,6.69,3.0,48.37,187.04
23.75,48.75,12.71,10.0,51.11,170.65
27.77,63.92,7.88,4.0,70.4,223.59
29.85,37.66,6.61,5.0,18.32,108.0
30.14,47.76,6.61,8.0,64.73,201.29
18.1,47.26,10.42,10.0,56.79,171.21
23.01,56.68,7.21,8.0,17.53,221.87
33.36,47.94,8.18,3.0,63.95,175.53
31.26,84.02,8.68,8.0,86.12,229.69
15.39,86.96,7.78,10.0,56.68,257.83
27.46,29.67,7.56,4.0,61.09,170.56
,68.16,2.71,2.0,28.69,165.03
25.33,72.88,10.26,3.0,37.63,188.75
38.28,68.14,10.2,8.0,29.64,164.55
18.36,50.13,7.61,5.0,57.92,448.73
19.16,56.34,11.08,2.0,39.64,143.7
30.35,48.78,14.19,7.0,38.41,118.5
14.2,53.7,10.07,5.0,64.07,136.99
20.57,41.85,13.99,6.0,83.39,162.82
29.18,58.28,16.71,2.0,48.25,87.14
20.56,37.46,17.59,7.0,18.5,78.93
23.35,57.0,6.44,1.0,50.8,155.94
30.21,41.27,6.45,10.0,53.83,191.56
27.95,63.1,8.67,10.0,66.63,208.84
26.87,49.81,10.39,5.0,43.53,147.57
22.63,64.36,14.76,9.0,67.62,216.98
27.59,76.22,11.88,7.0,64.55,191.45
24.13,83.84,6.39,9.0,44.04,168.61
28.2,22.08,8.17,9.0,66.41,105.05
21.52,47.49,9.87,1.0,68.6,173.61
23.72,55.45,5.53,8.0,28.18,149.16
18.07,66.9,10.04,7.0,69.21,229.11
24.75,35.24,6.43,2.0,47.6,125.29
19.32,45.27,5.05,3.0,45.05,172.58
17.2,61.96,7.16,6.0,47.84,108.11
26.81,61.27,11.23,3.0,74.82,164.19
26.49,65.66,11.21,8.0,74.77,217.45
30.48,66.66,10.29,4.0,59.53,205.25
21.98,65.08,12.97,7.0,55.39,131.55
27.86,62.9,12.66,4.0,47.91,141.88
28.86,60.84,10.61,2.0,103.97,236.67
28.11,69.97,10.2,7.0,36.3,161.41
19.22,26.41,10.39,8.0,41.06,139.23
26.05,83.17,9.56,1.0,56.05,215.28
27.55,26.93,3.48,5.0,31.87,100.67
25.05,43.81,13.41,10.0,70.98,190.66
10.39,56.6,11.19,8.0,20.57,99.81
26.12,70.09,6.35,1.0,35.72,170.62
,15.07,,3.0,41.97,102.36
22.48,59.58,8.23,2.0,29.91,166.33
19.9,71.89,9.68,3.0,70.82,214.4
27.61,74.92,13.07,3.0,23.7,113.37
27.19,49.54,10.66,3.0,30.74,88.13
33.35,55.49,14.01,1.0,36.46,165.55
16.19,50.76,8.94,,66.86,157.05
30.12,54.11,15.07,2.0,79.05,171.42
29.13,44.52,7.67,9.0,60.45,200.5
24.0,46.66,,10.0,23.73,92.73
,66.52,3.2,8.0,37.6,185.39
32.21,61.97,6.7,6.0,81.44,225.4
31.11,67.37,10.89,7.0,50.58,177.85
17.0,63.21,8.8,1.0,21.08,154.02
30.74,,9.78,7.0,93.88,253.2
24.55,73.17,10.12,8.0,38.6,192.77
25.51,33.87,6.43,8.0,48.57,149.53
25.51,47.19,6.65,6.0,36.31,130.12
23.95,56.53,10.7,7.0,30.89,165.83
33.34,59.66,8.0,2.0,75.92,192.73
24.41,49.95,14.02,4.0,53.92,154.42
17.16,73.68,9.42,8.0,56.31,198.77
,89.7,12.16,4.0,24.41,132.59
26.25,62.79,11.33,8.0,44.01,144.78
33.6,61.27,8.2,10.0,37.56,163.33
29.22,72.74,4.06,4.0,33.49,192.0
19.05,32.01,13.55,9.0,59.35,155.62
42.4,60.43,7.06,1.0,43.24,138.32
26.85,74.69,8.79,6.0,63.85,252.87
,50.35,9.55,1.0,64.41,187.91
23.94,41.6,9.85,6.0,41.3,129.62
28.73,57.21,12.89,4.0,59.08,166.29
30.88,59.09,10.02,8.0,40.76,156.56
33.53,46.37,9.62,8.0,34.24,136.21
32.4,91.44,13.06,9.0,28.79,200.23
31.11,52.82,11.8,7.0,51.72,224.73
22.79,42.7,7.79,8.0,35.16,127.53
21.0,58.6,6.56,3.0,77.56,192.65
27.33,73.62,7.53,10.0,,234.27
31.53,60.26,9.85,4.0,59.5,397.47
23.44,67.28,6.26,4.0,54.87,199.45
32.46,46.93,10.27,6.0,50.37,166.01
35.17,82.32,9.61,7.0,97.47,263.17
18.59,68.43,2.37,9.0,89.25,199.37
19.14,75.72,5.78,10.0,45.91,132.7
24.02,65.48,1.34,6.0,46.02,179.47
27.15,72.37,8.97,2.0,56.54,202.17
21.33,46.9,13.22,10.0,26.41,76.34
34.47,52.63,,10.0,14.0,163.6
27.97,80.2,6.03,7.0,23.24,157.1
25.28,83.4,9.51,10.0,43.97,167.68
14.95,42.79,6.81,9.0,31.1,135.2
15.79,63.75,6.79,8.0,79.1,181.02
26.97,53.54,11.62,4.0,20.61,54.5
10.07,49.54,8.52,2.0,23.29,140.91
32.09,64.27,5.54,8.0,13.31,141.63
23.89,,3.74,6.0,37.09,163.02
47.7,66.77,16.63,8.0,42.03,151.13
41.16,55.21,13.38,9.0,48.41,149.06
23.73,67.72,8.65,3.0,49.3,162.66
24.26,54.6,10.26,8.0,37.56,145.38
31.97,66.18,8.53,10.0,28.95,177.29
36.92,80.95,11.53,8.0,58.38,187.18
13.53,28.84,7.44,5.0,32.01,86.29
12.5,71.96,8.37,6.0,65.62,180.23
20.65,36.91,11.37,5.0,20.35,161.52
29.08,78.42,14.36,6.0,35.04,160.16
28.48,50.44,,1.0,90.84,210.99
32.49,41.73,13.7,10.0,93.57,202.91
16.6,70.43,9.06,10.0,22.78,186.84
8.79,65.46,8.13,10.0,74.15,224.13
31.01,45.01,4.18,2.0,82.27,182.15
19.2,41.21,10.22,8.0,71.26,179.99
10.87,57.19,11.14,1.0,48.66,132.7
26.02,41.94,9.1,9.0,11.4,118.14
30.55,44.08,7.67,7.0,51.69,190.79
24.15,61.73,13.73,1.0,58.23,131.01
21.8,45.51,11.9,5.0,54.77,160.36
23.88,66.4,,2.0,59.54,148.02
22.41,82.35,7.14,1.0,33.76,198.88
15.56,57.77,7.88,1.0,40.32,167.37
20.0,61.95,13.61,5.0,2.12,42.28
28.65,90.27,9.86,4.0,67.8,188.63
27.25,42.19,8.29,5.0,32.05,97.83
26.18,77.87,8.5,6.0,45.02,179.05
18.03,76.06,9.97,1.0,55.06,182.65
23.73,72.81,13.01,2.0,38.79,168.66
9.76,79.38,9.52,2.0,28.55,134.23
26.25,64.21,12.37,5.0,55.12,163.06
35.0,51.26,11.4,10.0,14.33,128.55
14.68,76.42,7.36,,65.34,283.48
20.9,76.99,7.36,7.0,63.21,165.92
27.3,76.58,8.65,10.0,39.01,130.69
33.77,60.67,5.99,4.0,40.12,153.53
21.86,49.26,8.46,5.0,30.24,112.81
20.15,62.87,14.54,7.0,42.36,126.87
11.22,74.13,9.91,10.0,45.98,169.65
25.72,75.37,7.7,9.0,43.63,152.87
39.29,53.55,15.75,10.0,78.97,184.4
26.94,64.73,7.21,7.0,15.02,126.99
24.84,40.37,7.11,2.0,31.84,118.73
27.25,74.77,13.69,4.0,64.63,183.78
24.92,48.25,11.98,10.0,91.1,205.69
19.31,71.78,,4.0,32.72,127.48
30.76,42.76,12.5,9.0,70.24,172.21
26.58,75.47,10.9,8.0,27.0,151.19
25.12,64.83,6.44,6.0,42.21,192.61
18.17,48.28,2.81,8.0,50.2,134.25
34.12,70.37,8.3,7.0,36.19,169.43
29.65,51.14,13.25,8.0,41.62,148.62
21.13,71.24,8.71,7.0,22.73,146.48
32.01,55.89,11.38,2.0,63.49,180.22
21.52,34.18,10.55,6.0,32.04,81.87
19.53,45.26,4.92,4.0,36.72,144.42
19.68,53.54,8.78,4.0,34.36,137.83
12.6,80.52,11.08,10.0,35.42,172.8
28.3,73.52,7.64,6.0,52.89,184.88
12.18,84.36,8.91,8.0,51.25,171.66
16.4,84.8,11.18,5.0,100.37,267.18
10.47,51.98,10.22,3.0,45.1,105.49
24.4,57.17,13.14,1.0,47.99,109.42
23.95,53.83,11.15,5.0,76.74,157.72
22.71,49.93,7.13,3.0,54.5,171.1
17.7,32.38,8.57,3.0,48.03,113.01
16.79,59.78,10.06,4.0,47.33,149.14
28.25,40.72,14.02,9.0,53.88,183.5
21.15,59.49,8.58,4.0,69.5,157.68
27.21,91.74,4.8,5.0,76.91,198.38
18.8,52.36,11.32,10.0,70.63,203.32
,62.92,7.73,5.0,59.34,163.18
34.12,73.6,6.14,1.0,54.22,161.12
29.1,64.2,10.06,7.0,90.76,222.43
22.11,64.39,12.92,2.0,40.51,135.58
26.8,54.56,8.28,6.0,63.96,161.14
23.32,56.52,11.49,4.0,73.48,197.5
25.06,45.6,12.05,5.0,70.89,152.03
22.72,72.69,12.38,5.0,34.75,125.79
23.85,33.88,7.8,4.0,106.3,168.52
26.48,74.57,6.64,2.0,83.41,162.35
18.05,38.94,7.05,8.0,71.2,183.71
17.89,74.44,12.37,1.0,29.87,99.02
15.28,54.69,12.0,9.0,69.6,173.13
13.8,41.52,7.13,6.0,3.77,134.31
16.48,68.69,16.4,4.0,45.36,151.91
26.12,73.93,6.77,6.0,52.13,188.26
18.75,53.43,13.0,9.0,41.02,148.98
28.6,70.81,14.56,9.0,81.67,263.73
25.24,25.72,10.33,3.0,52.08,82.76
11.22,40.19,7.69,8.0,30.78,116.08
,79.39,7.76,1.0,65.06,238.32
30.68,56.64,9.21,9.0,57.97,188.53
18.04,,13.24,7.0,14.94,110.91
27.94,,6.4,10.0,76.76,189.7
19.0,46.15,4.48,7.0,52.03,132.88
25.68,57.51,11.09,6.0,69.71,231.74
16.15,54.44,11.74,1.0,58.21,152.25
12.45,62.68,15.9,2.0,43.26,147.46
22.32,58.96,5.85,3.0,58.48,198.94
24.13,80.4,9.6,1.0,47.98,203.21
22.22,66.37,13.49,5.0,55.82,171.01
16.71,66.87,10.36,5.0,62.03,184.51
22.2,77.48,9.41,6.0,52.94,193.89
26.89,54.17,12.37,7.0,59.3,150.04
24.69,41.07,8.2,10.0,42.56,172.11
26.28,78.1,12.55,9.0,38.57,148.38
,62.04,6.24,7.0,65.5,219.42
33.2,62.09,5.44,6.0,79.0,238.69
16.77,50.5,9.18,9.0,39.65,85.66
28.41,50.75,2.31,2.0,56.3,197.62
33.27,72.7,10.25,6.0,21.82,147.7
28.37,74.77,4.8,5.0,86.09,269.26
23.58,71.76,10.85,6.0,72.92,242.37
21.3,71.89,10.56,10.0,38.32,162.04
32.25,68.54,9.8,1.0,42.94,167.18
15.04,61.97,11.31,5.0,74.19,150.99
18.21,57.37,10.61,8.0,53.52,156.25
22.22,78.15,9.12,3.0,62.66,231.41
33.66,54.39,15.49,3.0,30.28,118.57
27.66,65.55,11.18,7.0,61.54,204.94
18.22,47.94,12.32,7.0,47.03,136.99
22.83,50.11,13.22,2.0,55.98,141.6
20.7,56.46,12.0,8.0,42.05,156.98
20.03,47.94,16.19,5.0,45.78,51.5
31.85,71.97,10.5,9.0,52.08,191.84
15.4,39.78,9.98,1.0,38.3,57.14
36.26,61.49,8.05,4.0,95.37,228.9
30.8,61.99,9.23,8.0,28.9,123.29
32.64,32.84,7.81,9.0,60.0,135.77
21.76,53.38,12.03,9.0,56.05,196.72
23.95,63.84,7.26,10.0,65.22,223.97
14.97,66.43,10.22,1.0,-0.01,77.36
21.33,56.94,11.68,1.0,16.26,159.07
28.46,70.15,10.45,7.0,39.03,182.95
34.07,58.36,7.31,6.0,68.4,191.94
17.25,60.2,12.1,7.0,44.72,97.27
22.44,63.77,,8.0,43.9,155.09
23.94,73.9,1.38,6.0,50.32,178.11
15.23,49.86,7.05,10.0,33.18,124.09
29.14,52.7,14.2,10.0,59.4,174.41
19.93,49.97,14.45,10.0,53.84,131.54
23.63,55.02,11.58,7.0,60.05,198.1
21.84,81.39,12.35,7.0,80.32,198.66
19.47,68.59,7.67,7.0,45.4,139.43
24.95,43.03,9.22,2.0,52.2,159.45
23.49,50.99,13.71,3.0,30.29,110.38
22.4,65.59,11.28,10.0,24.95,154.39
19.9,46.4,10.19,9.0,49.85,151.78
27.24,49.12,9.44,1.0,52.06,113.04
36.58,80.17,13.52,8.0,63.79,205.33
25.98,50.8,13.37,7.0,61.51,137.03
31.97,74.32,11.95,6.0,55.09,182.38
15.27,78.83,10.2,1.0,83.7,190.14
26.1,49.0,8.93,9.0,43.76,143.87
17.32,46.65,12.08,2.0,46.21,126.56
14.66,55.86,6.69,10.0,55.66,187.94
19.82,43.67,7.32,5.0,26.32,101.18
,61.82,5.65,9.0,63.76,129.79
31.65,56.92,13.71,8.0,51.43,132.27
26.7,65.41,7.84,10.0,51.8,181.8
14.27,,11.21,4.0,60.86,207.55
23.63,72.26,9.62,8.0,57.52,189.79
27.11,67.34,18.69,9.0,58.22,184.86
26.23,30.51,11.33,5.0,,121.67
12.09,66.65,4.41,1.0,81.39,207.96
18.77,85.84,13.53,6.0,20.76,124.22
24.55,14.84,8.84,4.0,36.29,125.5
28.75,70.34,9.4,6.0,38.95,198.3
9.63,57.61,7.98,1.0,35.59,99.78
23.87,47.25,10.59,4.0,15.07,101.4
26.0,72.02,10.55,5.0,82.88,179.45
30.95,85.65,8.06,6.0,62.85,248.35
29.85,71.63,8.48,5.0,37.37,161.73
29.08,54.43,10.3,2.0,63.94,166.34
19.4,45.85,2.97,3.0,46.79,121.33
11.64,62.17,5.68,5.0,,146.19
22.25,73.1,15.01,7.0,30.8,129.39
32.01,54.19,10.98,4.0,50.34,125.15
34.75,55.64,8.43,6.0,37.35,151.44
29.97,102.33,4.91,9.0,30.56,169.24
28.01,76.18,9.83,10.0,69.11,215.91
27.66,77.25,12.96,7.0,33.55,122.5
21.11,38.1,17.92,3.0,78.09,150.67
24.09,49.39,15.68,5.0,35.71,107.58
36.68,61.12,7.34,9.0,19.94,145.6
18.4,44.98,8.51,5.0,60.5,158.61
36.3,84.01,5.59,3.0,41.06,183.46
22.75,81.15,7.48,8.0,18.38,123.76
34.28,52.0,9.36,7.0,55.09,179.36
15.15,86.76,8.9,5.0,23.88,148.1
29.1,59.94,16.16,5.0,10.22,106.46
19.84,98.84,6.05,1.0,63.54,206.95
15.09,62.17,9.86,8.0,79.78,188.78
26.53,68.64,3.81,6.0,42.11,144.81
32.07,81.0,10.99,5.0,74.23,190.89
19.09,79.16,5.97,7.0,66.04,189.65
14.51,,13.31,2.0,63.34,182.55
24.36,57.88,9.13,3.0,46.61,115.61
24.39,67.71,5.79,9.0,38.08,128.27
28.84,47.76,3.69,5.0,56.88,168.77
31.65,62.28,7.06,6.0,62.96,167.31
24.58,43.36,10.72,8.0,24.79,99.09
37.99,33.29,11.26,3.0,43.51,113.38
26.57,60.76,8.5,1.0,46.21,132.66
22.58,78.93,12.78,4.0,44.36,134.24
13.72,73.89,6.59,2.0,36.5,121.45
23.16,58.77,1.22,9.0,23.35,135.27
22.65,86.2,10.85,4.0,43.91,127.36
31.72,51.46,13.87,9.0,44.45,154.7
28.24,31.23,13.9,7.0,40.54,88.58
16.74,27.27,6.1,7.0,62.99,159.0
26.21,42.28,8.37,1.0,22.63,84.11
29.7,72.25,12.17,2.0,55.61,190.72
35.7,50.48,8.12,7.0,14.13,114.02
,66.91,10.32,5.0,48.68,134.1
30.33,84.69,7.85,7.0,4.89,191.0
25.42,43.5,6.73,3.0,32.2,109.82
27.72,67.18,7.31,8.0,49.56,157.81
33.75,68.08,12.87,4.0,21.5,108.1
15.67,47.09,10.04,8.0,21.63,111.86
22.55,80.31,13.82,6.0,69.64,150.2
19.59,55.68,11.56,9.0,18.09,108.72
27.65,54.24,14.82,6.0,47.62,93.21
33.61,91.67,12.45,4.0,79.52,215.65
,67.84,12.28,3.0,52.85,179.44
8.27,73.88,9.64,4.0,50.58,139.12
22.11,80.32,19.03,7.0,35.73,152.31
31.39,50.24,10.34,8.0,35.8,91.04
28.76,78.75,4.08,2.0,46.64,161.71
28.0,52.47,10.8,,10.07,68.51
23.04,51.83,7.05,7.0,70.25,227.31
16.05,55.92,13.05,7.0,54.15,132.19
28.61,50.67,12.18,10.0,15.04,85.95
19.16,72.33,9.43,4.0,70.52,178.56
,64.01,7.34,7.0,63.58,193.1
28.99,52.63,10.44,2.0,58.78,143.92
20.94,70.12,8.08,10.0,94.73,198.06
20.72,55.87,12.36,3.0,51.93,171.66
24.35,55.08,11.67,2.0,80.6,204.39
23.32,60.73,18.81,5.0,50.51,137.33
32.82,66.95,8.66,1.0,59.05,178.62
26.3,65.85,9.09,2.0,38.93,145.66
19.88,54.55,9.54,,12.29,84.36
38.23,72.71,9.67,6.0,13.47,111.94
,56.66,13.08,8.0,48.31,182.14
30.38,50.18,9.17,9.0,45.25,162.82
20.74,37.98,15.92,9.0,26.4,54.76
27.54,74.75,11.75,7.0,44.46,145.38
27.18,60.19,8.54,10.0,59.0,186.83
11.77,63.16,7.78,1.0,75.82,185.93
39.11,75.69,13.12,4.0,36.16,159.82
34.03,52.84,10.09,7.0,57.86,125.57
22.22,39.38,10.03,2.0,84.78,177.91
17.28,61.05,8.2,9.0,65.0,203.09
27.43,64.62,9.82,1.0,34.61,92.27
25.61,56.06,8.08,9.0,52.03,203.29
27.49,82.11,14.09,7.0,53.7,176.89
26.34,22.71,12.15,10.0,62.75,138.14
28.54,76.8,9.48,6.0,50.78,146.87
35.13,71.87,9.43,7.0,59.67,167.99
28.98,66.85,10.28,2.0,70.39,169.89
17.65,9.96,9.98,10.0,28.96,43.34
34.54,79.26,7.13,2.0,23.59,133.36
36.48,44.6,4.3,3.0,62.18,147.76
47.06,52.38,7.61,6.0,46.93,177.87
,57.44,9.61,1.0,67.26,82.06
26.7,66.11,7.79,4.0,71.75,181.35
10.43,69.59,12.46,8.0,12.99,72.92
28.87,73.39,9.31,8.0,33.26,147.63
21.16,72.24,15.62,5.0,47.5,198.13
38.46,63.79,8.32,7.0,29.53,183.46
19.58,66.24,10.42,5.0,40.54,124.17
13.18,43.64,9.13,4.0,24.43,87.77
21.7,48.73,11.32,6.0,41.23,101.3
11.17,73.43,13.2,8.0,30.68,117.84
30.26,72.56,11.82,10.0,56.89,193.0
10.54,70.86,,1.0,68.05,147.13
25.2,52.28,11.5,3.0,58.17,183.78
10.46,73.66,6.97,4.0,101.95,246.04
22.76,42.58,9.07,5.0,68.78,178.61
36.5,76.16,12.07,,68.03,191.69
27.52,56.09,6.64,9.0,48.36,135.09
18.96,85.26,13.47,8.0,43.86,178.74
24.78,37.18,8.94,2.0,75.46,149.56
25.13,86.45,16.51,5.0,44.94,105.72
,54.58,10.21,9.0,50.7,152.63
15.43,54.31,15.12,3.0,46.56,85.65
29.15,62.92,13.59,5.0,60.8,142.09
6.07,49.54,8.17,9.0,67.83,175.3
20.59,,6.09,6.0,71.29,178.32
21.58,48.94,10.34,5.0,43.92,124.31
29.43,49.48,8.25,8.0,53.64,182.71
25.16,67.3,14.74,5.0,56.63,93.21
15.16,46.48,9.26,9.0,79.28,201.05
18.11,48.48,9.1,3.0,14.28,387.23
26.39,39.41,5.81,1.0,50.23,131.36
24.45,52.44,11.26,4.0,37.14,116.29
20.95,79.67,6.48,7.0,39.35,174.52
21.63,47.31,11.33,3.0,32.99,129.05
29.87,49.03,11.74,10.0,60.78,150.3
21.38,62.91,7.75,8.0,0.99,88.55
